Name,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pHsulphates,alcohol,quality
Classic Pinot Gris 2015,0.32,0.2,2.6,0.027,17.0,123.0,0.98936,3.36,0.78,13.9,7
Classic Graves Blanc 2016,0.22,0.26,1.5,0.04,32.0,172.0,0.99194,3.27,0.48,11.2,6
Vom Haus Riesling 2019,0.23,0.26,15.3,0.067,32.0,166.0,0.9986,3.03,0.44,9.2,4
Steinbuckel Riesling GG 2017,0.18,0.46,10.2,0.055,58.0,135.0,0.9968,3.14,0.43,9.9,6
Ungeheuer Riesling GG 2018,0.3,0.51,13.6,0.05,40.0,168.0,0.9976,3.07,0.52,9.6,7
Venezia Giulia Pinot Grigio 2017,0.16,0.49,2.0,0.056,20.0,124.0,0.9948,3.32,0.49,10.7,6
Noordhoek Sauvignon Blanc 2018,0.75,0.13,6.3,0.036,19.0,50.0,0.99312,3.09,0.25,11.1,4
Pinot Blanc Tradition 2018,0.36,0.4,1.95,0.033,26.0,118.0,0.98934,3.2,0.45,13.5,7
Professor Black 2017,0.22,0.49,0.9,0.052,26.0,128.0,0.991,3.25,0.35,11.4,6
Varietal Sauvignon Blanc 2017,0.19,0.26,1.4,0.03,12.0,76.0,0.9905,3.25,0.37,10.9,7
Weissburgunder Trocken 2018,0.32,0.43,1.6,0.05,4.0,65.0,0.99346,3.27,0.47,10.7,5
Chardonnay 2016,0.29,0.29,1.05,0.032,4.0,55.0,0.9908,2.91,0.32,11.4,4
Neuland Grüner Veltliner 2019,0.38,0.38,13.1,0.112,14.0,94.0,0.99792,3.02,0.48,9.2,5
Santagostino Baglio Sorìa White 2018,0.27,0.26,11.0,0.03,2.0,82.0,0.99402,3.07,0.36,11.2,5
Sauvignon Blanc 500 2018,0.36,0.45,10.4,0.06,22.0,184.0,0.99711,3.31,0.56,9.8,6
Grechetto 2018,0.21,0.33,13.9,0.046,68.0,179.0,0.9971,3.36,0.5,10.4,6
Sauvignon Blanc 2018,0.39,0.22,4.3,0.03,10.0,102.0,0.993,3.0,0.87,11.6,4
Alte Reben Riesling 2018,0.34,0.3,8.0,0.048,25.0,192.0,0.9951,2.97,0.47,10.9,5
Zöbing Riesling 2018,0.25,0.18,1.4,0.056,13.0,137.0,0.9935,3.11,0.42,9.5,5
Riesling Tradition 2018,0.21,0.37,1.6,0.049,23.0,94.0,0.9924,3.16,0.48,10.9,7
Classic Riesling 2018,0.3,0.36,10.0,0.042,33.0,169.0,0.9982,3.23,0.51,9.3,6
Campanaro 2017,0.3,0.27,8.5,0.036,20.0,112.0,0.9939,2.96,0.46,11.7,6
Chablis 'Champ des Ducs' 2018,0.28,0.29,19.3,0.051,36.0,174.0,0.99911,3.14,0.5,9.0,5
Siefersheim Porphyr Riesling 2017,0.39,0.35,1.8,0.096,22.0,80.0,0.99016,2.95,0.54,12.6,6
Chardonnay 2019,0.2,0.41,1.2,0.05,26.0,131.0,0.99133,3.19,0.52,11.1,5
La Segreta Il Bianco 2017,0.26,0.24,1.9,0.043,70.0,154.0,0.99273,3.18,0.52,10.5,5
Fiano Salento Roycello 2018,0.51,0.29,11.3,0.034,61.0,224.0,0.99683,3.14,0.56,9.5,6
Riesling 2016,0.21,0.48,1.4,0.041,11.0,99.0,0.9958,3.17,0.57,9.9,5
Riesling 2019,0.55,0.13,1.7,0.073,21.0,165.0,0.994,2.97,0.58,9.2,6
Sancerre Blanc 2018,0.35,0.4,6.3,0.022,23.0,174.0,0.9922,3.54,0.5,11.6,7
Als Wär's ein Stück Von Mir 2016,0.24,0.29,1.1,0.046,34.0,84.0,0.9902,3.04,0.39,11.45,6
Qvinterra Grauer Burgunder Trocken 2015,0.3,0.22,10.2,0.049,57.0,191.0,0.9966,3.08,0.4,9.3,6
Viognier 2016,0.25,0.48,15.8,0.052,25.0,94.0,0.99782,3.07,0.45,9.2,6
Wolfer Sonnenlay Riesling Kabinett 2017,0.2,0.42,1.5,0.041,35.0,125.0,0.9925,3.11,0.49,11.4,7
Vermentino (Etichetta Nera/Black Label) 2018,0.15,0.38,1.8,0.054,19.0,101.0,0.9946,3.24,0.44,10.0,5
Kranachberg Sauvignon Blanc 2016,0.23,0.15,9.7,0.048,101.0,207.0,0.99571,3.05,0.3,9.1,5
Ganz Horn Im Sonnenschein GG 2015,0.26,0.31,2.4,0.043,58.0,178.0,0.9941,3.42,0.68,10.6,6
Pinot Grigio 2018,0.19,0.46,3.8,0.041,82.0,187.0,0.9932,3.19,0.6,11.2,7
Russiz Superiore Pinot Grigio Collio 2018,0.26,0.31,3.6,0.03,36.0,92.0,0.99026,3.22,0.62,12.6,8
Suade Sauvignon Blanc 2018,0.39,0.63,11.0,0.044,55.0,156.0,0.9974,3.09,0.44,8.7,6
Gran Viña Sol Chardonnay 2018,0.24,0.26,10.05,0.039,63.0,162.0,0.99375,3.33,0.5,11.2,6
Gelber Orléans Trocken 2017,0.21,0.29,0.7,0.028,11.0,66.0,0.99215,3.3,0.4,9.8,5
Albariño Rías Baixas 2018,0.24,0.35,1.0,0.052,35.0,146.0,0.993,3.45,0.44,10.0,6
Wiener Gemischter Satz 2017,0.24,0.28,3.95,0.038,61.0,134.0,0.99146,3.3,0.54,11.3,7
The King's Favour Sauvignon Blanc 2016,0.23,0.56,16.45,0.063,52.5,282.0,1.00098,3.1,0.51,9.3,5
Quarzit Riesling Trocken 2017,0.26,0.29,3.7,0.048,14.0,73.0,0.9915,3.06,0.45,11.4,6
Chardonnay 2018,0.25,0.3,7.8,0.038,67.0,196.0,0.99555,3.1,0.5,10.1,5
Terre di Valfredda Pinot Grigio 2017,0.31,0.33,2.0,0.033,12.0,74.0,0.99064,3.29,0.65,12.5,6
Viognier 2016,0.27,0.19,4.2,0.046,6.0,114.0,0.9955,3.25,0.35,8.6,4
Ried Schütt Dürnsteiner Riesling Smaragd 2017,0.23,0.39,13.7,0.058,26.0,172.0,0.99755,2.9,0.46,9.0,6
Saint-Romain 2017,0.36,0.37,4.8,0.019,39.0,114.0,0.99036,3.08,0.49,12.7,7
Chardonnay Kalkstein Trocken 2018,0.16,0.34,1.7,0.038,85.0,153.0,0.9909,3.33,0.86,12.0,7
Les Vieux Clos 2014,0.24,0.39,1.5,0.054,37.0,158.0,0.9932,3.21,0.52,9.3,6
Riesling Alsace Grand Cru 'Geisberg' 2012,0.23,0.18,8.5,0.044,59.0,188.0,0.99558,3.16,0.49,9.5,5
Châteauneuf-du-Pape (La Crau) Blanc 2017,0.25,0.43,4.5,0.062,20.0,115.0,0.9966,3.38,0.5,9.9,6
Bolina 2018,0.2,0.27,3.2,0.047,16.0,93.0,0.99235,3.44,0.53,10.1,7
Sauvignon Blanc 2018,0.24,0.29,3.0,0.036,17.0,117.0,0.99411,3.36,0.68,10.1,6
Chardonnay 2017,0.27,0.49,1.2,0.063,35.0,92.0,0.9911,3.38,0.42,12.2,6
Riesling 2017,0.31,0.19,3.5,0.086,30.0,130.0,0.993,2.83,0.44,9.6,5
M Capriva Del Friuli 2015,0.25,0.36,2.1,0.034,30.0,177.0,0.99085,3.25,0.4,11.9,8
La Ripe Bianchello del Metauro 2017,0.18,0.36,2.4,0.049,38.0,123.0,0.996,3.6,0.46,10.3,5
Lugana Lago 2019,0.27,0.46,6.1,0.032,13.0,41.0,0.993,2.89,0.34,10.9,5
Riesling 2016,0.24,0.25,1.7,0.042,48.0,189.0,0.992,3.25,0.42,11.4,6
Sauvignon Blanc 2015,0.39,0.35,5.9,0.04,82.5,260.0,0.9941,3.12,0.66,10.1,5
Cellar Selection Marlborough Sauvignon Blanc 2019,0.24,0.29,10.1,0.05,21.0,105.0,0.9962,3.13,0.35,9.5,5
Quarz Sauvignon 2018,0.4,0.49,1.1,0.048,11.0,138.0,0.9929,3.01,0.42,9.3,5
Sauvignon Blanc 2019,0.28,0.58,12.1,0.046,60.0,177.0,0.9983,3.08,0.46,8.9,5
Wallufer Walkenberg Riesling Spätlese Trocken 1998,0.27,0.49,1.1,0.037,33.0,156.0,0.992,3.15,0.54,11.1,6
Bourgogne Hautes Côtes de Beaune Blanc 2007,0.3,0.38,2.1,0.043,10.0,98.0,0.99296,3.17,0.65,11.0,5
Bukettraube 2018,0.32,0.3,1.3,0.025,18.0,112.0,0.98802,3.07,0.64,13.3,7
Riesling 2015,0.24,0.29,11.4,0.051,32.0,166.0,0.9968,3.31,0.45,9.5,5
Riesling Alsace 2016,0.3,0.3,4.8,0.17,60.0,166.0,0.9946,3.18,0.47,9.4,5
Chardonnay 2017,0.17,0.27,4.6,0.05,23.0,98.0,0.99422,3.08,0.47,9.5,6
Nussbaumer Gewürztraminer 2018,0.1,0.41,1.0,0.04,17.0,76.0,0.98988,3.14,0.56,11.4,7
Pinot Grigio 2017,0.33,0.18,3.0,0.036,5.0,85.0,0.99125,3.28,0.4,11.5,4
Little Yering Chardonnay 2017,0.18,0.32,7.2,0.047,17.0,109.0,0.99498,3.42,0.44,10.4,6
Gavi Valentino 2018,0.21,0.48,14.8,0.05,31.0,195.0,0.99942,2.95,0.75,8.8,6
Gavi Valentino 2019,0.33,0.28,1.3,0.051,37.0,187.0,0.9927,3.27,0.6,10.3,5
Grainhubel Riesling GG 2015,0.2,0.38,11.8,0.055,51.0,170.0,1.0004,3.34,0.82,8.9,6
Edición Limitada Lías Verdejo 2017,0.42,0.09,1.6,0.019,18.0,68.0,0.9906,3.33,0.51,11.4,7
Monte Velho Branco 2019,0.4,0.32,1.7,0.035,39.0,84.0,0.99096,3.59,0.48,12.7,7
Director's Cut Chardonnay 2016,0.22,0.32,1.6,0.045,40.0,120.0,0.9914,2.98,0.44,10.5,6
Loiserberg Grüner Veltliner 2016,0.34,0.25,4.8,0.038,16.0,121.0,0.99198,3.36,0.71,12.6,6
1300 Chardonnay 2019,0.34,0.69,1.3,0.058,12.0,171.0,0.9931,3.06,0.47,9.7,5
Wiltinger Riesling Trocken 2018,0.32,0.23,9.65,0.026,26.0,119.0,0.99168,3.18,0.53,12.2,6
Weissburgunder 2018,0.27,0.27,10.4,0.041,26.0,114.0,0.99335,3.04,0.52,11.5,7
12 e Mezzo Malvasia del Salento 2019,0.18,0.41,14.2,0.039,47.0,129.0,0.99678,3.28,0.72,10.3,7
Vinho Verde 2019,0.32,0.32,1.7,0.031,31.0,114.0,0.98946,3.12,0.35,12.5,6
Vom Gelben Fels Riesling Trocken 2018,0.25,0.34,1.3,0.035,27.0,82.0,0.99045,3.18,0.44,12.2,6
Muskateller Trocken 2018,0.26,0.34,1.3,0.046,6.0,29.0,0.9924,3.29,0.63,10.4,5
Chardonnay 2017,0.25,0.46,3.75,0.05,14.0,102.0,0.99524,3.28,0.58,9.7,5
Quant Riesling 2019,0.19,0.33,6.3,0.032,42.0,127.0,0.99182,3.31,0.38,12.2,6
Riesling 2018,0.23,0.3,12.9,0.054,57.0,170.0,0.9972,3.28,0.39,9.4,5
Puligny-Montrachet 'Les Corvées des Vignes' 2015,0.225,0.4,4.2,0.03,29.0,118.0,0.989,3.57,0.36,12.8,8
Grauer Burgunder 2019,0.21,0.27,18.15,0.042,41.0,146.0,1.0001,3.3,0.36,8.7,5
Il Fiore 2015,0.29,0.3,9.15,0.051,25.0,166.0,0.99339,3.24,0.56,11.35,6
Panamera Chardonnay 2018,0.24,0.28,1.1,0.034,26.0,83.0,0.98928,3.25,0.33,12.3,6
Rioja Fermentado en Barrica Blanco 2017,0.22,0.28,18.8,0.028,55.0,130.0,0.998,2.96,0.35,11.6,5
Alte Reben Riesling 2015,0.18,0.45,4.6,0.041,67.0,158.0,0.9927,3.01,0.38,10.6,6
Pinot Grigio 2018,0.21,0.47,1.3,0.039,21.0,123.0,0.9959,2.9,0.64,9.5,5
The Olive Grove Chardonnay 2018,0.175,0.29,0.8,0.043,20.0,67.0,0.99112,3.28,0.48,9.9,6
Castello della Sala Cervaro della Sala 2018,0.21,0.33,1.8,0.034,48.0,136.0,0.9899,3.25,0.41,12.6,7
Sauvignon Blanc 2019,0.12,0.36,2.3,0.039,43.0,125.0,0.99229,3.07,0.67,10.1,7
Soave Classico 2017,0.22,0.32,7.2,0.028,15.0,83.0,0.993,3.13,0.55,10.9,8
Lotterbrunnen Gewürztraminer 2016,0.21,0.58,10.0,0.081,34.0,126.0,0.9962,2.95,0.46,8.9,5
Châteauneuf-du-Pape Prestige 2012,0.16,0.36,1.5,0.033,14.0,122.0,0.9941,3.2,0.39,10.3,4
Patatsblanc N Versnit Wit 2018,0.17,0.23,5.7,0.048,44.0,147.0,0.99382,3.08,0.54,10.0,5
Sauvignon Blanc 2018,0.35,0.55,11.95,0.038,22.0,111.0,0.99687,3.11,0.29,9.7,5
Sauvignon Blanc 2019,0.2,0.29,19.5,0.039,69.0,237.0,1.00037,3.1,0.48,9.2,6
Gewürztraminer 2018,0.3,0.74,5.0,0.038,35.0,157.0,0.9945,3.21,0.46,9.9,5
Pettenthal Riesling GG Trocken 2014,0.23,0.34,1.6,0.043,24.0,129.0,0.99305,3.12,0.7,10.4,5
Estate Chardonnay 2016,0.2,0.24,1.6,0.026,26.0,189.0,0.991,3.08,0.74,12.1,7
La Mateo Tempranillo Blanco 2017,0.27,0.19,1.9,0.085,21.0,196.0,0.99516,3.49,0.64,9.5,4
Chenin Blanc 2019,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7
Rotlack Riesling Kabinett Feinherb 2018,0.18,0.31,12.2,0.053,46.0,140.0,0.998,3.06,0.53,8.9,6
Viviri Grillo 2018,0.23,0.32,1.6,0.026,43.0,147.0,0.9904,3.29,0.54,12.5,6
Cellar Selection Sauvignon Blanc 2019,0.21,0.29,5.35,0.029,43.0,106.0,0.99112,2.93,0.43,11.5,7
Caroline 2016,0.24,0.49,5.8,0.053,25.0,120.0,0.9942,3.01,0.98,10.5,6
Heideboden Weiss 2018,0.34,0.4,8.1,0.046,68.0,170.0,0.99494,3.15,0.5,9.53333333333333,6
Haardt Riesling 2017,0.21,0.38,1.5,0.039,37.0,122.0,0.98972,3.2,0.43,12.0,6
Chardonnay 2017,0.25,0.18,1.4,0.056,13.0,137.0,0.9935,3.11,0.42,9.5,5
Estate Sauvignon Blanc 2019,0.17,0.21,1.6,0.036,24.0,119.0,0.99396,3.18,0.52,10.1,6
Grauer Burgunder Trocken 2015,0.4,0.27,4.5,0.034,27.0,95.0,0.99175,3.21,0.59,12.3,8
Josef Spreitzer Riesling Trocken 2018,0.29,0.3,1.1,0.022,20.0,110.0,0.98869,3.34,0.38,12.8,7
Gavi 2018,0.335,0.14,1.3,0.036,69.0,168.0,0.99212,3.47,0.46,10.4666666666667,5
Unplugged Riesling 2018,0.31,0.53,8.8,0.057,36.0,221.0,0.99642,3.17,0.44,9.1,5
Riesling Kabinett 2017,0.25,0.28,11.1,0.056,45.0,175.0,0.99755,3.42,0.43,9.5,5
Domaine de L'Aigle Chardonnay Limoux 2018,0.24,0.27,1.4,0.057,33.0,152.0,0.9934,3.22,0.56,9.5,6
Sauvignon Blanc Trocken 2018,0.23,0.35,10.3,0.042,54.0,140.0,0.9967,3.23,0.47,9.2,5
Côte de Rouffach Pinot Gris 2017,0.245,0.25,9.7,0.032,12.0,68.0,0.994,3.31,0.34,10.5,5
Sauvignon Blanc 2019,0.4,0.42,4.4,0.047,38.5,245.0,0.9937,3.25,0.57,9.6,6
Jaraman Chardonnay 2016,0.18,0.3,6.4,0.048,40.0,251.0,0.9956,3.29,0.52,10.0,5
Roero Pradalupo Arneis 2019,0.24,0.47,6.3,0.069,35.0,182.0,0.99391,3.11,0.46,9.75,5
Morena Bianca Lugana 2019,0.31,0.24,7.1,0.031,28.0,141.0,0.99397,3.16,0.38,10.6,7
Riesling Smaragd Achleiten 2018,0.28,0.34,3.6,0.04,50.0,194.0,0.9912,3.31,0.52,11.6,6
Martin Nittnaus Elektra 2018,0.33,0.21,1.0,0.053,39.0,148.0,0.9927,3.12,0.45,9.4,6
Schick und Schön 2018,0.21,0.6,2.1,0.046,47.0,165.0,0.9936,3.05,0.54,10.1,7
Ribolla Gialla Collio 2017,0.21,0.22,5.1,0.048,38.0,168.0,0.9945,3.34,0.49,10.4,6
Maximin Herrenberg 1896 Riesling Alte Reben 2014,0.19,0.71,17.5,0.042,21.0,114.0,0.99784,2.85,0.5,9.5,6
Zeltinger Sonnenuhr Riesling Spätlese 2016,0.22,0.49,1.0,0.045,34.0,140.0,0.99,3.05,0.34,12.7,6
Grauburgunder - Weissburgunder 2018,0.21,0.28,8.6,0.045,37.0,221.0,0.9954,3.25,0.54,10.4,6
Chardonnay 2018,0.24,0.3,1.2,0.037,11.0,95.0,0.98914,2.96,0.36,12.5,6
Chablis 1er Cru 'Vaillons' 2018,0.39,0.62,11.0,0.047,66.0,178.0,0.9976,3.16,0.5,8.7,5
Riesling 2015,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,7
Basilicata Greco - Fiano 2017,0.16,0.26,7.1,0.054,41.0,224.0,0.9966,3.38,0.55,10.1,5
Kalkmergel Riesling 2018,0.16,0.3,2.6,0.043,34.0,90.0,0.99047,2.88,0.47,11.2,6
The Winemaster's Sauvignon Blanc 2018,0.45,0.3,5.3,0.036,27.0,165.0,0.99122,3.12,0.46,12.2,6
Rüdesheimer Berg Kaisersteinfels Terrassen Riesling 2015,0.25,0.39,18.95,0.038,42.0,155.0,0.9999,2.97,0.47,9.0,6
Würzburger Stein Silvaner GG 2016,0.19,0.4,1.4,0.036,14.0,55.0,0.9909,3.08,0.68,11.5,7
Mâcon-Villages Blanc 2018,0.24,0.33,10.2,0.048,46.0,141.0,0.9972,3.16,0.48,10.3,6
Chablis 2018,0.34,0.74,2.8,0.088,23.0,185.0,0.9928,3.51,0.7,12.0,6
Côtes De Gascogne Amplitude 2018,0.49,0.24,15.1,0.03,34.0,153.0,0.9953,3.13,0.51,12.0,7
Weissburgunder Trocken 2018,0.22,0.29,4.8,0.05,33.0,87.0,0.994,3.14,0.42,9.9,5
Runcneuv Arneis 2019,0.12,0.32,9.6,0.054,64.0,162.0,0.9962,3.4,0.41,9.4,5
Vigne di Catullo Riserva Lugana 2015,0.3,0.74,13.5,0.039,46.0,165.0,0.9982,3.02,0.4,8.7,5
Sauvignon Blanc Organic 2019,0.42,0.26,9.2,0.058,34.0,199.0,0.9972,3.14,0.55,9.3,6
Gewürztraminer 2018,0.24,0.34,2.0,0.041,14.0,73.0,0.98981,3.04,0.45,11.6,7
Le Sabbie dell’Etna Bianco 2019,0.28,0.54,12.9,0.049,62.0,152.0,0.9984,3.06,0.45,9.1,6
Gorgona 2014,0.26,0.74,7.5,0.044,59.0,160.0,0.996,3.22,0.64,10.0,6
Bernkasteler Badstube Riesling Kabinett Feinherb 2015,0.38,0.18,7.4,0.095,28.0,195.0,0.99773,3.53,0.71,9.2,4
Win Win Riesling 2019,0.26,0.74,13.3,0.044,68.0,224.0,0.9972,3.18,0.54,9.5,6
Sons de Prades Vinyes de Milmanda 2016,0.55,0.17,8.2,0.04,13.0,60.0,0.9956,3.09,0.3,9.5,4
Altos R Blanco 2017,0.26,0.31,7.0,0.039,37.0,175.0,0.99376,3.32,0.49,11.4,6
Terre di Tufi Toscana Bianco 2017,0.16,0.36,1.3,0.034,32.0,98.0,0.99058,3.02,0.58,11.3,6
White Label Nik Weis Riesling 2018,0.26,0.34,15.1,0.06,42.0,162.0,0.99705,3.24,0.52,10.5,3
Grand Régnard Chablis 2018,0.59,0.0,0.8,0.037,30.0,95.0,0.99032,3.1,0.4,10.9,4
Nuovo Quadro Gavi 2019,0.13,0.28,5.7,0.038,56.0,189.5,0.9948,3.59,0.43,10.6,7
Spätburgunder Blanc de Noir 2018,0.25,0.34,4.7,0.031,34.0,134.0,0.9927,3.21,0.38,10.6,6
Blanco (Verdejo) 2018,0.2,0.28,2.5,0.032,24.0,84.0,0.99168,3.31,0.55,11.5,5
Duett 2018,0.24,0.32,8.7,0.06,19.0,102.0,0.994,3.27,0.31,10.4,5
Sauvignon Blanc 2017,0.46,0.26,2.7,0.042,28.0,83.0,0.99114,3.38,0.51,12.0,8
Sauvignon Blanc 2017,0.22,0.4,1.85,0.031,25.0,111.0,0.98966,3.03,0.3,11.8,7
Pouilly-Fuissé 2018,0.38,0.25,9.8,0.04,28.0,191.0,0.9971,3.28,0.61,9.2,5
Las Pizarras Chardonnay 2017,0.32,0.38,4.75,0.033,23.0,94.0,0.991,3.42,0.42,11.8,7
Cellar Selection Chenin Blanc 2019,0.28,0.27,15.5,0.036,31.0,134.0,0.99408,3.19,0.44,13.0,7
Baron de L Pouilly-Fumé 2016,0.31,0.19,3.5,0.086,30.0,130.0,0.993,2.83,0.44,9.6,5
Königsbacher Ölberg Riesling 2017,0.27,0.42,1.6,0.05,35.0,135.0,0.992,2.94,0.46,11.0,6
Brognoligo Soave Classico 2018,0.32,0.28,4.3,0.032,46.0,115.0,0.98946,3.16,0.57,13.0,8
Roero Arneis 2018,0.26,0.3,7.8,0.049,39.0,152.0,0.9954,2.99,0.58,10.0,6
Schlossberg 2017,0.22,0.32,16.9,0.056,49.0,158.0,0.9998,3.37,0.38,9.6,6
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2014,0.16,0.36,10.7,0.044,20.0,90.0,0.9959,3.16,0.44,10.9,7
Riesling Grand Premier Cru 2018,0.51,0.24,1.2,0.04,10.0,104.0,0.992,3.05,0.29,10.8,6
Cà da Bosio Gavi 2016,0.23,0.36,7.0,0.036,43.0,161.0,0.9938,3.04,0.32,11.0,5
Chardonnay 2016,0.74,0.21,4.0,0.05,24.0,133.0,0.99418,3.06,0.38,9.7,5
Collio Sauvignon 2017,0.15,0.31,5.8,0.041,53.0,155.0,0.9945,3.52,0.46,10.5,6
Chardonnay 2017,0.31,0.49,3.95,0.044,27.0,131.0,0.9912,3.08,0.67,12.8,7
Chardonnay Sonoma Coast 2015,0.23,0.49,10.0,0.036,45.0,182.0,0.9967,3.08,0.58,9.6,6
Grillo 2018,0.19,0.58,14.2,0.038,51.0,164.0,0.9975,3.12,0.48,9.6,6
Dogheria Pinot Bianco Rubicone 2017,0.3,0.3,2.5,0.041,29.0,82.0,0.99065,3.31,0.61,11.8,7
Corton-Charlemagne Grand Cru 2016,0.3,0.31,1.6,0.035,40.0,106.0,0.98914,3.26,0.39,12.9,7
Vinho Verde Branco N.V.,0.2,0.37,2.0,0.03,26.0,136.0,0.9932,3.28,0.61,10.2,6
Viognier 2018,0.27,0.31,15.7,0.036,44.0,179.0,0.9979,3.26,0.56,9.6,5
Gaudium Fiano di Avellino 2016,0.2,0.28,1.0,0.043,45.0,100.0,0.99033,3.4,0.41,11.4,6
Molino delle Balze Chardonnay 2018,0.15,0.24,7.7,0.047,21.0,98.0,0.9951,2.94,0.31,9.6,6
Estate Torrontes (Premium) 2018,0.2,0.26,1.7,0.093,40.0,161.0,0.9924,3.44,0.66,11.0,5
Riesling 2018,0.34,0.24,3.3,0.034,29.0,99.0,0.99031,3.1,0.4,12.3,7
Stromberg Riesling GG 2017,0.34,0.3,1.8,0.045,44.0,142.0,0.9914,2.99,0.45,10.8,6
Riesling Porphyr 2017,0.45,0.28,10.8,0.051,25.0,157.0,0.9957,3.06,0.47,11.4,7
Wachtberg Grüner Veltliner 2015,0.335,0.2,1.7,0.033,17.0,74.0,0.99002,3.34,0.48,12.3,6
Sauvignon Touraine 2018,0.32,0.36,2.0,0.033,37.0,114.0,0.9906,3.1,0.71,12.3,7
Masseria Surani Arthemis Fiano 2017,0.31,0.47,13.6,0.056,54.0,197.0,0.9978,3.1,0.49,9.3,5
Anteprima Tonda Trebbiano Spoletino 2017,0.12,0.29,10.3,0.039,41.0,98.0,0.99564,3.19,0.38,9.8,8
Nussberg Wiener Gemischter Satz 2017,0.16,0.49,2.4,0.046,57.0,187.0,0.9952,3.62,0.81,10.4,6
Viognier Secret de Famille 2018,0.41,0.22,4.8,0.052,49.0,142.0,0.9946,3.14,0.62,9.2,5
Niederberg Helden Riesling Spätlese Feinherb 2018,0.21,0.49,1.2,0.036,20.0,99.0,0.99,3.05,0.28,12.1,7
Iphöfer Julius-Echter-Berg Riesling 2018,0.28,0.24,17.8,0.047,42.0,111.0,0.99896,3.1,0.45,8.9,6
Single Vineyard Sauvignon Blanc 2017,0.18,0.58,1.25,0.034,29.0,129.0,0.98984,3.51,0.6,12.0,7
Clos Saint Landelin Riesling 2016,0.19,0.35,13.5,0.038,49.0,118.0,0.99546,3.0,0.63,10.7,6
Alte Reben Grüner Veltliner 2016,0.3,0.32,1.3,0.054,27.0,183.0,0.99266,3.3,0.43,10.1,5
Riesling Federspiel Terrassen 2018,0.28,0.17,13.9,0.047,49.0,162.0,0.9983,3.21,0.51,9.0,6
Portillo Sauvignon Blanc 2019,0.2,0.39,2.3,0.048,24.0,87.0,0.99044,2.94,0.35,12.0,6
GB Sauvage Riesling 2019,0.37,0.36,4.7,0.035,36.0,116.0,0.991,3.31,0.62,12.6,6
Sauvignon Blanc 2015,0.26,0.3,2.2,0.025,33.0,134.0,0.992,3.21,0.47,10.6,6
Chardonnay Vigneti delle Dolomiti 2019,0.39,0.21,10.7,0.098,13.0,91.0,0.99657,3.03,0.47,9.3,5
SL Riesling Kabinett 2016,0.18,0.74,15.6,0.044,44.0,176.0,0.9996,3.38,0.67,9.0,6
Le Petit Cheval Bordeaux Blanc 2016,0.34,0.39,6.9,0.066,43.0,162.0,0.99561,3.11,0.53,9.5,5
Douro Tiara Branco 2017,0.24,0.27,11.4,0.034,40.0,174.0,0.99773,3.2,0.44,9.0,5
Buiten Blanc 2019,0.2,0.36,1.2,0.032,21.0,78.0,0.9921,3.08,0.37,10.4,6
Fannia Falanghina del Molise 2018,0.17,0.42,2.8,0.028,45.0,107.0,0.9908,3.27,0.43,11.8,6
Hinter der Burg Grüner Veltliner 2017,0.46,0.21,4.0,0.034,12.0,88.0,0.99016,3.26,0.54,13.0,6
Collection Secrète White 2014,0.23,0.25,17.3,0.046,15.0,110.0,0.99828,3.15,0.42,9.2,6
Eins Zu Eins Gewürztraminer 2018,0.56,0.74,17.85,0.051,51.0,243.0,1.0005,2.99,0.7,9.2,5
Atrium Chardonnay 2018,0.2,0.4,1.9,0.028,32.0,138.0,0.9914,3.26,0.72,11.7,5
Pinot Grigio delle Venezie 2019,0.51,0.24,10.0,0.093,35.0,197.0,0.9981,3.41,0.47,9.0,5
Blanco 2014,0.28,0.34,1.3,0.035,11.0,126.0,0.99232,3.14,0.5,9.8,6
Catarratto 2018,0.2,0.3,5.9,0.034,35.0,152.0,0.99642,3.47,0.4,8.5,6
Manna Schweizer 2018,0.24,0.29,2.0,0.023,19.0,86.0,0.99,3.25,0.45,12.5,6
Montunal 2017,0.21,0.19,1.4,0.046,51.0,131.0,0.99184,3.22,0.39,10.5,5
Sauvignon Blanc 2018,0.24,0.47,1.3,0.043,18.0,131.0,0.99176,3.19,0.45,11.0,6
Idig GG 2016,0.18,0.38,1.5,0.028,36.0,117.0,0.993,3.47,0.54,9.7,6
Villa Mura Chardonnay 2018,0.22,0.33,2.8,0.033,48.0,153.0,0.9899,3.15,0.38,12.7,7
Penon Pinot Bianco 2018,0.19,0.33,1.8,0.035,42.0,148.0,0.99196,3.15,0.36,10.2,5
R de Rieussec 2017,0.14,0.45,1.5,0.039,18.0,98.0,0.99215,3.02,0.56,11.0,6
Bourgogne Cuvée Saint-Vincent Blanc 2016,0.26,0.29,1.0,0.032,27.0,96.0,0.9896,3.38,0.44,12.3,6
Pinot Grigio 2018,0.4,0.22,5.95,0.081,76.0,303.0,0.99705,3.4,0.57,9.4,5
Deidesheimer Paradiesgarten 2017,0.4,0.56,11.2,0.043,40.0,142.0,0.9975,3.14,0.46,8.7,5
