Name,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
Crianza 2015,8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,6
Classic 2017,8.9,0.75,0.14,2.5,0.086,9.0,30.0,0.99824,3.34,0.64,10.5,5
Château Romassan Rouge 2015,9.0,0.8,0.12,2.4,0.083,8.0,28.0,0.99836,3.33,0.65,10.4,6
Höhenflug Merlot 2016,10.7,0.52,0.38,2.6,0.066,29.0,56.0,0.99577,3.15,0.79,12.1,7
Amstramgram L'Epicurius 2018,6.8,0.57,0.0,2.5,0.072,32.0,64.0,0.99491,3.43,0.56,11.2,6
Vino Nobile di Montepulciano Riserva 2013,10.7,0.9,0.34,6.6,0.112,23.0,99.0,1.00289,3.22,0.68,9.3,5
Pinot Noir 2017,7.2,0.34,0.24,2.0,0.071,30.0,52.0,0.99576,3.44,0.58,10.1,5
Zinfandel Sonoma Heritage Vines 2016,7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,5
Gran Verano Cabernet Sauvignon 2018,10.1,0.45,0.23,1.9,0.082,10.0,18.0,0.99774,3.22,0.65,9.3,6
Côte-Rôtie 2005,7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,5
Rocca Rubia Riserva Carignano del Sulcis 2016,7.2,0.63,0.03,2.2,0.08,17.0,88.0,0.99745,3.53,0.58,9.8,6
Limited Release Merlot 2012,7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,6
Saint Cosme Côte-Rotie 2008,8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,7
Sancerre Rouge 2015,7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,6
Reserva Tinto 2015,8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,7
Alexander (The Great) 2015,8.3,1.02,0.02,3.4,0.084,6.0,11.0,0.99892,3.48,0.49,11.0,3
Serego Alighieri Possessioni Rosso del Veronese 2017,8.9,0.31,0.36,2.6,0.056,10.0,39.0,0.99562,3.4,0.69,11.8,5
Sangre de Toro 2017,7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,7
Blaufränkisch 2017,7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,7
Morgon 2018,6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,7
Margaux (Grand Cru Classé) 2014,6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,7
Vineyard Selection Shiraz 2017,9.2,0.58,0.2,3.0,0.081,15.0,115.0,0.998,3.23,0.59,9.5,5
Pasionado Cuatro Cepas 2014,7.2,0.54,0.27,2.6,0.084,12.0,78.0,0.9964,3.39,0.71,11.0,5
L'Hospitalet de Gazin Pomerol 2017,6.1,0.56,0.0,2.2,0.079,6.0,9.0,0.9948,3.59,0.54,11.5,6
Lu Rappaio Primitivo di Manduria 2017,7.4,0.52,0.13,2.4,0.078,34.0,61.0,0.99528,3.43,0.59,10.8,6
Hermitage 2014,7.3,0.305,0.39,1.2,0.059,7.0,11.0,0.99331,3.29,0.52,11.5,6
5 Finques (Fincas) Reserva 2016,9.3,0.38,0.48,3.8,0.132,3.0,11.0,0.99577,3.23,0.57,13.2,6
Vignelacroix Rouge 2017,9.1,0.28,0.46,9.0,0.114,3.0,9.0,0.99901,3.18,0.6,10.9,6
Carmignano Riserva Trefiano 2012,10.0,0.46,0.44,2.9,0.065,4.0,8.0,0.99674,3.33,0.62,12.2,6
Castillon - Côtes de Bordeaux 2005,9.4,0.395,0.46,4.6,0.094,3.0,10.0,0.99639,3.27,0.64,12.2,7
Côtes de Thongue 2016,7.3,0.305,0.39,1.2,0.059,7.0,11.0,0.99331,3.29,0.52,11.5,6
Woodcutter's Shiraz 2017,8.6,0.315,0.4,2.2,0.079,3.0,6.0,0.99512,3.27,0.67,11.9,6
Lu Patri Nero d'Avola 2016,5.3,0.715,0.19,1.5,0.161,7.0,62.0,0.99395,3.62,0.61,11.0,5
Bourgogne Pinot Noir (La Vignée) 2015,6.8,0.41,0.31,8.8,0.084,26.0,45.0,0.99824,3.38,0.64,10.1,6
Ultra Cabernet Sauvignon 2017,8.4,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,3.3,0.72,11.0,6
Pinot Noir 2017,8.4,0.62,0.12,1.8,0.072,38.0,46.0,0.99504,3.38,0.89,11.8,6
Rebus Cabernet Sauvignon 2015,9.6,0.41,0.37,2.3,0.091,10.0,23.0,0.99786,3.24,0.56,10.5,5
Lemberger Trocken 2017,8.4,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,3.3,0.72,11.0,6
Primitivo Puglia Infinitum 2018,8.4,0.62,0.12,1.8,0.072,38.0,46.0,0.99504,3.38,0.89,11.8,6
Eolithe 2017,6.8,0.41,0.31,8.8,0.084,26.0,45.0,0.99824,3.38,0.64,10.1,6
Ai Suma Barbera d'Asti 2016,8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,11.2,5
Fundament Spätburgunder Trocken 2016,8.6,0.22,0.36,1.9,0.064,53.0,77.0,0.99604,3.47,0.87,11.0,7
Shiraz 2016,9.4,0.24,0.33,2.3,0.061,52.0,73.0,0.99786,3.47,0.9,10.2,6
Baronne Red 2014,8.4,0.67,0.19,2.2,0.093,11.0,75.0,0.99736,3.2,0.59,9.2,4
Dominus (Christian Moueix) 2016,8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,11.2,5
Predappio Sangiovese Riserva 2013,8.7,0.33,0.38,3.3,0.063,10.0,19.0,0.99468,3.3,0.73,12.0,7
Reserva 2015,6.6,0.61,0.01,1.9,0.08,8.0,25.0,0.99746,3.69,0.73,10.5,5
Bordeaux Supérieur 2015,7.4,0.61,0.01,2.0,0.074,13.0,38.0,0.99748,3.48,0.65,9.8,5
Rioja Crianza 2017,7.6,0.4,0.29,1.9,0.078,29.0,66.0,0.9971,3.45,0.59,9.5,6
Southern Hills Cabernet Sauvignon 2014,7.4,0.61,0.01,2.0,0.074,13.0,38.0,0.99748,3.48,0.65,9.8,5
Barrica Monastrell - Syrah 2018,6.6,0.61,0.01,1.9,0.08,8.0,25.0,0.99746,3.69,0.73,10.5,5
Reserva 2014,8.8,0.3,0.38,2.3,0.06,19.0,72.0,0.99543,3.39,0.72,11.8,6
Corton Grand Cru Pougets 2016,8.8,0.3,0.38,2.3,0.06,19.0,72.0,0.99543,3.39,0.72,11.8,6
Limited Selection Cabernet Sauvignon - Carmenère 2018,12.0,0.63,0.5,1.4,0.071,6.0,26.0,0.99791,3.07,0.6,10.4,4
Barolo Tre Pais 2015,7.2,0.38,0.38,2.8,0.068,23.0,42.0,0.99356,3.34,0.72,12.9,7
Barbera d'Alba 2018,6.2,0.46,0.17,1.6,0.073,7.0,11.0,0.99425,3.61,0.54,11.4,5
Señorío de Cuzcurrita Rioja 2015,9.6,0.33,0.52,2.2,0.074,13.0,25.0,0.99509,3.36,0.76,12.4,7
Arbossar 2016,9.9,0.27,0.49,5.0,0.082,9.0,17.0,0.99484,3.19,0.52,12.5,7
Gravel Quarry Cabernet Sauvignon 2017,10.1,0.43,0.4,2.6,0.092,13.0,52.0,0.99834,3.22,0.64,10.0,7
Magnoux Faugères 2015,9.8,0.5,0.34,2.3,0.094,10.0,45.0,0.99864,3.24,0.6,9.7,7
Col di Sasso (Cabernet Sauvignon - Sangiovese) 2018,8.3,0.3,0.49,3.8,0.09,11.0,24.0,0.99498,3.27,0.64,12.1,7
Tancredi 2016,10.2,0.44,0.42,2.0,0.071,7.0,20.0,0.99566,3.14,0.79,11.1,7
Rubizzo Toscana 2016,10.2,0.44,0.58,4.1,0.092,11.0,24.0,0.99745,3.29,0.99,12.0,7
Inferno Riserva Valtellina Superiore 2013,8.3,0.28,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,0.62,12.4,7
Saint-Julien (Grand Cru Classé) 2012,8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,7
Pinot Noir 2015,8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,7
Merlot 2016,8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,7
Merlot 2015,8.3,0.28,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,0.62,12.4,7
Mosaico Bolgheri 2017,8.2,0.31,0.4,2.2,0.058,6.0,10.0,0.99536,3.31,0.68,11.2,7
Finca Biniagual Negre 2014,10.2,0.34,0.48,2.1,0.052,5.0,9.0,0.99458,3.2,0.69,12.1,7
Amma Red 2015,7.6,0.43,0.4,2.7,0.082,6.0,11.0,0.99538,3.44,0.54,12.2,6
Grumello Valtellina Superiore 2014,8.5,0.21,0.52,1.9,0.09,9.0,23.0,0.99648,3.36,0.67,10.4,5
The Short Story Collection The Owl Post Pinotage 2018,9.0,0.36,0.52,2.1,0.111,5.0,10.0,0.99568,3.31,0.62,11.3,6
Reserva Real 2015,9.5,0.37,0.52,2.0,0.088,12.0,51.0,0.99613,3.29,0.58,11.1,6
Pomerol 2015,6.4,0.57,0.12,2.3,0.12,25.0,36.0,0.99519,3.47,0.71,11.3,7
L'Apparita 2014,8.0,0.59,0.05,2.0,0.089,12.0,32.0,0.99735,3.36,0.61,10.0,5
Cabernet Sauvignon 2014,8.5,0.47,0.27,1.9,0.058,18.0,38.0,0.99518,3.16,0.85,11.1,6
Barolo Fossati 2014,7.1,0.56,0.14,1.6,0.078,7.0,18.0,0.99592,3.27,0.62,9.3,5
Cavanera Rovo delle Coturnie Etna Rosso 2014,6.6,0.57,0.02,2.1,0.115,6.0,16.0,0.99654,3.38,0.69,9.5,5
Jaraman Shiraz 2017,8.8,0.27,0.39,2.0,0.1,20.0,27.0,0.99546,3.15,0.69,11.2,6
Red Blend (BLEND) 2015,8.5,0.47,0.27,1.9,0.058,18.0,38.0,0.99518,3.16,0.85,11.1,6
Côte des Roses Rouge 2015,8.3,0.34,0.4,2.4,0.065,24.0,48.0,0.99554,3.34,0.86,11.0,6
Castello della Sala Pinot Nero 2016,9.0,0.38,0.41,2.4,0.103,6.0,10.0,0.99604,3.13,0.58,11.9,7
Opus Eximium 2017,8.5,0.66,0.2,2.1,0.097,23.0,113.0,0.99733,3.13,0.48,9.2,5
Lillovè Cannonau di Sardegna 2018,9.0,0.4,0.43,2.4,0.068,29.0,46.0,0.9943,3.2,0.6,12.2,6
Haut-Médoc (Grand Cru Classé) 2014,6.7,0.56,0.09,2.9,0.079,7.0,22.0,0.99669,3.46,0.61,10.2,5
Ca' de' Rocchi Dugal Cabernet Sauvignon - Merlot 2018,10.4,0.26,0.48,1.9,0.066,6.0,10.0,0.99724,3.33,0.87,10.9,6
Saint-Émilion Grand Cru 2015,10.4,0.26,0.48,1.9,0.066,6.0,10.0,0.99724,3.33,0.87,10.9,6
Douro Reserva Red 2016,10.1,0.38,0.5,2.4,0.104,6.0,13.0,0.99643,3.22,0.65,11.6,7
Gran Selección Tempranillo 2017,8.5,0.34,0.44,1.7,0.079,6.0,12.0,0.99605,3.52,0.63,10.7,5
Garnacha 2017,8.8,0.33,0.41,5.9,0.073,7.0,13.0,0.99658,3.3,0.62,12.1,7
Saint-Julien (Grand Cru Classé) 2007,7.2,0.41,0.3,2.1,0.083,35.0,72.0,0.997,3.44,0.52,9.4,5
Cannubi Barolo 2014,7.2,0.41,0.3,2.1,0.083,35.0,72.0,0.997,3.44,0.52,9.4,5
Sotanum 2017,8.4,0.59,0.29,2.6,0.109,31.0,119.0,0.99801,3.15,0.5,9.1,5
Margaux (Grand Cru Classé) 2011,7.0,0.4,0.32,3.6,0.061,9.0,29.0,0.99416,3.28,0.49,11.3,7
Private Collection Cabernet Sauvignon 2015,12.2,0.45,0.49,1.4,0.075,3.0,6.0,0.9969,3.13,0.63,10.4,5
Prima La Encina 2016,9.1,0.5,0.3,1.9,0.065,8.0,17.0,0.99774,3.32,0.71,10.5,6
Barbera d'Alba Trevigne 2012,9.5,0.86,0.26,1.9,0.079,13.0,28.0,0.99712,3.25,0.62,10.0,5
Predicador Rioja 2017,7.3,0.52,0.32,2.1,0.07,51.0,70.0,0.99418,3.34,0.82,12.9,6
Valpolicella Ripasso Superiore 2017,9.1,0.5,0.3,1.9,0.065,8.0,17.0,0.99774,3.32,0.71,10.5,6
Saint-Émilion Grand Cru (Grand Cru Classé) 2005,12.2,0.45,0.49,1.4,0.075,3.0,6.0,0.9969,3.13,0.63,10.4,5
Toscana Rosso 2013,7.4,0.58,0.0,2.0,0.064,7.0,11.0,0.99562,3.45,0.58,11.3,6
Grande Réserve 2014,9.8,0.34,0.39,1.4,0.066,3.0,7.0,0.9947,3.19,0.55,11.4,7
Syrah 2018,7.1,0.36,0.3,1.6,0.08,35.0,70.0,0.99693,3.44,0.5,9.4,5
Malbec 2016,7.7,0.39,0.12,1.7,0.097,19.0,27.0,0.99596,3.16,0.49,9.4,5
Amarone della Valpolicella 2013,9.7,0.295,0.4,1.5,0.073,14.0,21.0,0.99556,3.14,0.51,10.9,6
Moulis-en-Médoc 2014,7.7,0.39,0.12,1.7,0.097,19.0,27.0,0.99596,3.16,0.49,9.4,5
Gevrey Chambertin 'En Créot' 2015,7.1,0.34,0.28,2.0,0.082,31.0,68.0,0.99694,3.45,0.48,9.4,5
Pauillac (Grand Cru Classé) 2005,6.5,0.4,0.1,2.0,0.076,30.0,47.0,0.99554,3.36,0.48,9.4,6
Barolo Gallinotto 2014,7.1,0.34,0.28,2.0,0.082,31.0,68.0,0.99694,3.45,0.48,9.4,5
Susumaniello 2016,10.0,0.35,0.45,2.5,0.092,20.0,88.0,0.99918,3.15,0.43,9.4,5
Pauillac (Grand Cru Classé) 2016,7.7,0.6,0.06,2.0,0.079,19.0,41.0,0.99697,3.39,0.62,10.1,6
Pinotage 2018,5.6,0.66,0.0,2.2,0.087,3.0,11.0,0.99378,3.71,0.63,12.8,7
Blaufränkisch vom Lehm 2018,5.6,0.66,0.0,2.2,0.087,3.0,11.0,0.99378,3.71,0.63,12.8,7
Estate Vineyards Syrah (Shiraz) 2017,8.9,0.84,0.34,1.4,0.05,4.0,10.0,0.99554,3.12,0.48,9.1,6
Cabernet Franc 2016,6.4,0.69,0.0,1.65,0.055,7.0,12.0,0.99162,3.47,0.53,12.9,6
Gran Enemigo 2015,7.5,0.43,0.3,2.2,0.062,6.0,12.0,0.99495,3.44,0.72,11.5,7
Saint-Estèphe 2012,9.9,0.35,0.38,1.5,0.058,31.0,47.0,0.99676,3.26,0.82,10.6,7
Crozes-Hermitage Certitude 2017,9.1,0.29,0.33,2.05,0.063,13.0,27.0,0.99516,3.26,0.84,11.7,7
Morey-Saint-Denis 'En La Rue de Vergy' Rouge 2014,6.8,0.36,0.32,1.8,0.067,4.0,8.0,0.9928,3.36,0.55,12.8,7
Grande Passolo Rosso 2016,8.2,0.43,0.29,1.6,0.081,27.0,45.0,0.99603,3.25,0.54,10.3,5
Tintilla 2014,6.8,0.36,0.32,1.8,0.067,4.0,8.0,0.9928,3.36,0.55,12.8,7
Cabernet Sauvignon 2014,9.1,0.29,0.33,2.05,0.063,13.0,27.0,0.99516,3.26,0.84,11.7,7
Ferguson Vineyard 2015,9.1,0.3,0.34,2.0,0.064,12.0,25.0,0.99516,3.26,0.84,11.7,7
The Struie 2016,8.9,0.35,0.4,3.6,0.11,12.0,24.0,0.99549,3.23,0.7,12.0,7
Maremmante Maremma 2016,9.6,0.5,0.36,2.8,0.116,26.0,55.0,0.99722,3.18,0.68,10.9,5
Zweigelt Föllikberg 2016,8.9,0.28,0.45,1.7,0.067,7.0,12.0,0.99354,3.25,0.55,12.3,7
Haut-Médoc 2009,8.9,0.32,0.31,2.0,0.088,12.0,19.0,0.9957,3.17,0.55,10.4,6
Clos du Marquis Saint-Julien 2014,7.7,1.005,0.15,2.1,0.102,11.0,32.0,0.99604,3.23,0.48,10.0,5
Zinfandel 2017,7.5,0.71,0.0,1.6,0.092,22.0,31.0,0.99635,3.38,0.58,10.0,6
Grandarella Refosco delle Venezie 2014,8.0,0.58,0.16,2.0,0.12,3.0,7.0,0.99454,3.22,0.58,11.2,6
Rust Blaufränkisch Ried Mariental Trocken 2016,10.5,0.39,0.46,2.2,0.075,14.0,27.0,0.99598,3.06,0.84,11.4,6
Mon Plaisir Côtes de Provence Rouge 2015,8.9,0.38,0.4,2.2,0.068,12.0,28.0,0.99486,3.27,0.75,12.6,7
Château de Varennes Sélection Parcellaire Beaujolais-Villages 2018,8.0,0.18,0.37,0.9,0.049,36.0,109.0,0.99007,2.89,0.44,12.7,6
Terroir du Trias Bandol Rouge 2015,8.0,0.18,0.37,0.9,0.049,36.0,109.0,0.99007,2.89,0.44,12.7,6
Les Grézeaux Chinon 2017,7.0,0.5,0.14,1.8,0.078,10.0,23.0,0.99636,3.53,0.61,10.4,5
Puglia Tre Autoctoni 2016,11.3,0.36,0.66,2.4,0.123,3.0,8.0,0.99642,3.2,0.53,11.9,6
Chremisa Edition Blauer Zweigelt 2016,11.3,0.36,0.66,2.4,0.123,3.0,8.0,0.99642,3.2,0.53,11.9,6
Crucillón 2018,7.0,0.51,0.09,2.1,0.062,4.0,9.0,0.99584,3.35,0.54,10.5,5
Bordeaux Supérieur 2017,8.2,0.32,0.42,2.3,0.098,3.0,9.0,0.99506,3.27,0.55,12.3,6
Hermitage La Chapelle Rouge 2017,7.7,0.58,0.01,1.8,0.088,12.0,18.0,0.99568,3.32,0.56,10.5,7
Bordeaux 2016,8.6,0.83,0.0,2.8,0.095,17.0,43.0,0.99822,3.33,0.6,10.4,6
Tellus Syrah 2016,7.9,0.31,0.32,1.9,0.066,14.0,36.0,0.99364,3.41,0.56,12.6,6
De Chiripa 2017,6.4,0.795,0.0,2.2,0.065,28.0,52.0,0.99378,3.49,0.52,11.6,5
Tempranillo Cariñena 2018,7.2,0.34,0.21,2.5,0.075,41.0,68.0,0.99586,3.37,0.54,10.1,6
Quimera 2013,7.7,0.58,0.01,1.8,0.088,12.0,18.0,0.99568,3.32,0.56,10.5,7
Les Tannes en Occitanie Merlot 2018,7.1,0.59,0.0,2.1,0.091,9.0,14.0,0.99488,3.42,0.55,11.5,7
Historic Tinto 2018,7.3,0.55,0.01,1.8,0.093,9.0,15.0,0.99514,3.35,0.58,11.0,7
1851 Reserva Merlot 2017,8.1,0.82,0.0,4.1,0.095,5.0,14.0,0.99854,3.36,0.53,9.6,5
Rubin Carnuntum 2018,7.5,0.57,0.08,2.6,0.089,14.0,27.0,0.99592,3.3,0.59,10.4,6
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2017,8.9,0.745,0.18,2.5,0.077,15.0,48.0,0.99739,3.2,0.47,9.7,6
Le Serre Nuove 2016,10.1,0.37,0.34,2.4,0.085,5.0,17.0,0.99683,3.17,0.65,10.6,7
Buio 2018,7.6,0.31,0.34,2.5,0.082,26.0,35.0,0.99356,3.22,0.59,12.5,7
Cortevecchia Riserva Chianti Classico 2015,7.3,0.91,0.1,1.8,0.074,20.0,56.0,0.99672,3.35,0.56,9.2,5
Saint-Émilion Grand Cru 2005,8.7,0.41,0.41,6.2,0.078,25.0,42.0,0.9953,3.24,0.77,12.6,7
Petit Som Red 2014,8.9,0.5,0.21,2.2,0.088,21.0,39.0,0.99692,3.33,0.83,11.1,6
Clos de la Vieille Eglise Pomerol 2016,7.4,0.965,0.0,2.2,0.088,16.0,32.0,0.99756,3.58,0.67,10.2,5
Ultra Malbec Las Rocas 2018,6.9,0.49,0.19,1.7,0.079,13.0,26.0,0.99547,3.38,0.64,9.8,6
Dolcetto d'Alba 2017,8.9,0.5,0.21,2.2,0.088,21.0,39.0,0.99692,3.33,0.83,11.1,6
Chianti Colli Senesi 2018,9.5,0.39,0.41,8.9,0.069,18.0,39.0,0.99859,3.29,0.81,10.9,7
Bin 138 Shiraz - Grenache - Mataro 2015,6.4,0.39,0.33,3.3,0.046,12.0,53.0,0.99294,3.36,0.62,12.2,6
Barolo Riserva 2013,6.9,0.44,0.0,1.4,0.07,32.0,38.0,0.99438,3.32,0.58,11.4,6
Merlot 2015,7.6,0.78,0.0,1.7,0.076,33.0,45.0,0.99612,3.31,0.62,10.7,6
Corte del Lupo Curtefranca 2017,7.1,0.43,0.17,1.8,0.082,27.0,51.0,0.99634,3.49,0.64,10.4,5
Chianti Colli Senesi 2017,9.3,0.49,0.36,1.7,0.081,3.0,14.0,0.99702,3.27,0.78,10.9,6
Touriga Nacional 2017,9.3,0.5,0.36,1.8,0.084,6.0,17.0,0.99704,3.27,0.77,10.8,6
Gran Reserva Cabernet Sauvignon (Selección del Directorio) 2013,7.1,0.43,0.17,1.8,0.082,27.0,51.0,0.99634,3.49,0.64,10.4,5
Chalk Hill Blue Shiraz - Cabernet 2016,8.5,0.46,0.59,1.4,0.414,16.0,45.0,0.99702,3.03,1.34,9.2,5
Tintilla 2014,5.6,0.605,0.05,2.4,0.073,19.0,25.0,0.99258,3.56,0.55,12.9,5
Disciples 2016,8.3,0.33,0.42,2.3,0.07,9.0,20.0,0.99426,3.38,0.77,12.7,7
Cuvée Charles de Batz Madiran 2014,8.2,0.64,0.27,2.0,0.095,5.0,77.0,0.99747,3.13,0.62,9.1,6
Cembali Nero d'Avola 2010,8.2,0.64,0.27,2.0,0.095,5.0,77.0,0.99747,3.13,0.62,9.1,6
Clos Marole Givry 1er Cru 2017,8.9,0.48,0.53,4.0,0.101,3.0,10.0,0.99586,3.21,0.59,12.1,7
Prodigal Grenache 2016,7.6,0.42,0.25,3.9,0.104,28.0,90.0,0.99784,3.15,0.57,9.1,5
Agnus Merlot 2011,9.9,0.53,0.57,2.4,0.093,30.0,52.0,0.9971,3.19,0.76,11.6,7
Rioja Excelsus 2016,8.9,0.48,0.53,4.0,0.101,3.0,10.0,0.99586,3.21,0.59,12.1,7
Bardolino 2018,11.6,0.23,0.57,1.8,0.074,3.0,8.0,0.9981,3.14,0.7,9.9,6
Gigondas Le Claux 2011,9.1,0.4,0.5,1.8,0.071,7.0,16.0,0.99462,3.21,0.69,12.5,8
Selected Vines Cabernet Sauvignon (Barrancas Vineyards) 2014,8.0,0.38,0.44,1.9,0.098,6.0,15.0,0.9956,3.3,0.64,11.4,6
Ventoux 2016,10.2,0.29,0.65,2.4,0.075,6.0,17.0,0.99565,3.22,0.63,11.8,6
Cuvée Alienor Fronsac 2015,8.2,0.74,0.09,2.0,0.067,5.0,10.0,0.99418,3.28,0.57,11.8,6
Châteauneuf-du-Pape 2005,7.7,0.61,0.18,2.4,0.083,6.0,20.0,0.9963,3.29,0.6,10.2,6
Fantini Collection Red Blend 2016,6.6,0.52,0.08,2.4,0.07,13.0,26.0,0.99358,3.4,0.72,12.5,7
Blaufränkisch vom Lehm 2017,11.1,0.31,0.53,2.2,0.06,3.0,10.0,0.99572,3.02,0.83,10.9,7
Brunello di Montalcino Riserva 2010,11.1,0.31,0.53,2.2,0.06,3.0,10.0,0.99572,3.02,0.83,10.9,7
Gevrey-Chambertin 2012,8.0,0.62,0.35,2.8,0.086,28.0,52.0,0.997,3.31,0.62,10.8,5
Montagne-Saint-Émilion 2013,9.3,0.33,0.45,1.5,0.057,19.0,37.0,0.99498,3.18,0.89,11.1,7
Saint-Émilion Grand Cru (Grand Cru Classé) 2012,7.5,0.77,0.2,8.1,0.098,30.0,92.0,0.99892,3.2,0.58,9.2,5
Cornas Les Arènes 2016,7.2,0.35,0.26,1.8,0.083,33.0,75.0,0.9968,3.4,0.58,9.5,6
Blaufränkisch 2017,8.0,0.62,0.33,2.7,0.088,16.0,37.0,0.9972,3.31,0.58,10.7,6
Château du Rocher Saint-Émilion Grand Cru 2011,7.5,0.77,0.2,8.1,0.098,30.0,92.0,0.99892,3.2,0.58,9.2,5
El Abuelo de Piqueras Reserva 2016,9.1,0.25,0.34,2.0,0.071,45.0,67.0,0.99769,3.44,0.86,10.2,7
Cabernet Sauvignon 2017,9.9,0.32,0.56,2.0,0.073,3.0,8.0,0.99534,3.15,0.73,11.4,6
Valpolicella Classico 2015,8.6,0.37,0.65,6.4,0.08,3.0,8.0,0.99817,3.27,0.58,11.0,5
Constance Madiran 2015,8.6,0.37,0.65,6.4,0.08,3.0,8.0,0.99817,3.27,0.58,11.0,5
Listrac-Médoc 2017,7.9,0.3,0.68,8.3,0.05,37.5,278.0,0.99316,3.01,0.51,12.3,7
Magnoux Faugères 2010,10.3,0.27,0.56,1.4,0.047,3.0,8.0,0.99471,3.16,0.51,11.8,6
Edizione Cinque Autoctoni 2017,7.9,0.3,0.68,8.3,0.05,37.5,289.0,0.99316,3.01,0.51,12.3,7
Don Antonio Nero d'Avola (Riserva) 2016,7.2,0.38,0.3,1.8,0.073,31.0,70.0,0.99685,3.42,0.59,9.5,6
I Sodi del Paretaio 2018,8.7,0.42,0.45,2.4,0.072,32.0,59.0,0.99617,3.33,0.77,12.0,6
Lutzmannsburg Alte Reben Blaufränkisch 2013,7.2,0.38,0.3,1.8,0.073,31.0,70.0,0.99685,3.42,0.59,9.5,6
Cannubi Boschis Barolo 2013,6.8,0.48,0.08,1.8,0.074,40.0,64.0,0.99529,3.12,0.49,9.6,5
Les Griffons Pauillac 2015,8.5,0.34,0.4,4.7,0.055,3.0,9.0,0.99738,3.38,0.66,11.6,7
23 Barricas Touriga Nacional - Syrah Alentejano 2012,7.9,0.19,0.42,1.6,0.057,18.0,30.0,0.994,3.29,0.69,11.2,6
Châteauneuf-du-Pape Vieilles Vignes 2016,11.6,0.41,0.54,1.5,0.095,22.0,41.0,0.99735,3.02,0.76,9.9,7
Vinsobres Les Cornuds 2015,11.6,0.41,0.54,1.5,0.095,22.0,41.0,0.99735,3.02,0.76,9.9,7
Pignataro Nero di Troia 2018,10.0,0.26,0.54,1.9,0.083,42.0,74.0,0.99451,2.98,0.63,11.8,8
Bandol Rouge 2013,7.9,0.34,0.42,2.0,0.086,8.0,19.0,0.99546,3.35,0.6,11.4,6
Savigny-lès-Beaune Clos Des Godeaux 2017,7.0,0.54,0.09,2.0,0.081,10.0,16.0,0.99479,3.43,0.59,11.5,6
Crozes-Hermitage Rouge 2017,9.2,0.31,0.36,2.2,0.079,11.0,31.0,0.99615,3.33,0.86,12.0,7
Douro Reserva 2015,6.6,0.725,0.09,5.5,0.117,9.0,17.0,0.99655,3.35,0.49,10.8,6
Silvestre Carmenère 2016,9.4,0.4,0.47,2.5,0.087,6.0,20.0,0.99772,3.15,0.5,10.5,5
GG Henkenberg Spätburgunder 2013,6.6,0.725,0.09,5.5,0.117,9.0,17.0,0.99655,3.35,0.49,10.8,6
Burgenland 2017,8.6,0.52,0.38,1.5,0.096,5.0,18.0,0.99666,3.2,0.52,9.4,5
Barolo 2015,8.0,0.31,0.45,2.1,0.216,5.0,16.0,0.99358,3.15,0.81,12.5,7
Beyer Ranch Zinfandel 2014,8.6,0.52,0.38,1.5,0.096,5.0,18.0,0.99666,3.2,0.52,9.4,5
Barbera d'Alba Maria Gioana 2015,8.4,0.34,0.42,2.1,0.072,23.0,36.0,0.99392,3.11,0.78,12.4,6
Ripe al Convento Brunello di Montalcino Riserva 2012,7.4,0.49,0.27,2.1,0.071,14.0,25.0,0.99388,3.35,0.63,12.0,6
Can Catorra 2014,6.1,0.48,0.09,1.7,0.078,18.0,30.0,0.99402,3.45,0.54,11.2,6
Il Messo Governo Toscana 2018,7.4,0.49,0.27,2.1,0.071,14.0,25.0,0.99388,3.35,0.63,12.0,6
